weight(kg);height(m);age (years);gender;BMR;BMI
67,75526908;1,63182214;27;F;1455,96;25,44470569
68,10399201;1,633047923;29;F;1450,116;25,53728423
67,8177561;1,632164248;26;M;1634,385;25,45749663
68,1791975;1,631522939;27;M;1632,216;25,61329882
68,05089904;1,631327209;28;M;1623,561;25,57123524
67,78635722;1,632130658;28;M;1620,338;25,44675746
68,02711616;1,631616235;28;M;1623,38;25,55324298
67,88820453;1,63163373;28;M;1621,485;25,50051629
67,32196966;1,630834679;27;F;1451,633;25,31261058
66,85898069;1,631764376;27;M;1614,25;25,10989264
66,68451374;1,630973375;26;F;1450,237;25,06866726
66,8460849;1,630704701;26;F;1451,742;25,1376879
66,0916314;1,633209332;27;F;1440,225;24,77780134
66,11018098;1,632797414;27;F;1440,333;24,79726243
67,81865313;1,631969892;27;M;1627,5;25,46389741
68,02969618;1,63301193;27;F;1458,797;25,51054969
67,99129699;1,631644624;28;F;1453,496;25,53889939
66,62290647;1,633012893;27;M;1611,64;24,9829862
65,90716484;1,632484147;27;F;1438,331;24,73060181
67,9203155;1,632631048;28;F;1452,982;25,481418
67,01039619;1,631619173;28;F;1444,075;25,17123856
66,08705771;1,631431213;27;F;1439,879;24,83012367
67,11794288;1,631471393;28;M;1610,852;25,21620409
67,86734793;1,631259328;28;M;1621,012;25,50438538
66,90961438;1,631343771;27;F;1447,761;25,14186841
67,73090728;1,631452831;26;F;1460,364;25,4470738
67,00342178;1,630893864;27;M;1615,794;25,19101024
67,45522863;1,630747054;27;F;1452,897;25,36544077
67,20162177;1,630830373;27;F;1450,477;25,267494
68,07183729;1,632157448;26;F;1463,756;25,55308681
67,27763826;1,633002847;27;M;1620,605;25,22881507
66,34423622;1,633109938;27;F;1442,633;24,87553075
67,41076054;1,631097648;29;M;1607,876;25,33782335
68,11522066;1,63313919;27;M;1632,148;25,53864002
66,3949712;1,633136253;27;F;1443,125;24,89375137
66,55461517;1,631232813;28;M;1603,015;25,01187669
66,15926797;1,632089695;27;F;1440,684;24,83720066
68,05533437;1,631275956;29;F;1449,348;25,57450884
67,46960252;1,632740049;28;F;1448,674;25,30894607
66,51714871;1,632707937;28;M;1603,239;24,95264666
67,25674157;1,632841481;29;M;1606,638;25,22596412
67,90652552;1,632642133;27;M;1629,04;25,4758985
67,59494891;1,63262288;27;M;1624,762;25,35960515
66,79377228;1,631872265;26;F;1451,438;25,08208581
66,23583763;1,6307355;26;F;1445,889;24,90726157
67,89459763;1,633011686;28;M;1622,262;25,45989648
67,74925723;1,630861731;27;F;1455,739;25,47242278
66,71216775;1,631910866;29;F;1436,562;25,05025693
66,33470983;1,630887131;28;F;1437,464;24,93980321
66,89479332;1,632117555;28;M;1608,117;25,11247077
65,97499781;1,631854427;27;F;1438,875;24,77516505
67,57449151;1,63311438;27;M;1624,728;25,33667268
66,83837205;1,631545306;27;F;1447,111;25,10889423
67,68130416;1,631373101;26;M;1632,12;25,43092307
67,48360556;1,632675562;26;F;1458,197;25,31619858
67,78385958;1,633204287;28;M;1620,841;25,41237592
67,99757061;1,63174132;28;M;1623,037;25,53822885
66,95903248;1,631426028;27;M;1615,452;25,15790056
67,53654058;1,6315606;28;F;1449,116;25,37069667
66,86324872;1,630784164;29;F;1437,82;25,14169206
66,81289613;1,632123473;27;M;1613,798;25,08154448
67,93604003;1,63298124;28;M;1622,814;25,476387
66,07069779;1,631910221;28;F;1435,103;24,80940613
66,88904847;1,631702187;27;M;1614,631;25,12309997
68,06414922;1,63208139;28;F;1454,27;25,55258225
66,68959527;1,631023866;27;F;1445,594;25,06902537
67,31393768;1,631405211;27;M;1620,304;25,29189127
66,35804974;1,630805282;27;M;1606,908;24,95108265
67,01173951;1,63132001;28;M;1609,321;25,18097634
66,19610178;1,63083164;27;M;1604,702;24,88938455
67,72344483;1,631320979;28;F;1450,87;25,44838334
67,42658271;1,632660979;27;M;1622,475;25,29525858
67,87311563;1,632978549;27;M;1628,751;25,45287388
66,80590241;1,631919447;29;F;1437,463;25,08519027
67,24895107;1,631901218;26;F;1455,813;25,25211633
68,18262421;1,631075292;29;M;1618,44;25,62864789
67,78771801;1,630960585;27;M;1626,572;25,48379382
67,34397111;1,631339694;29;F;1442,53;25,30520822
68,12391253;1,633137111;27;F;1459,723;25,54196394
68,16210485;1,633091722;29;F;1450,682;25,55770412
66,72483017;1,630785313;29;M;1598,323;25,08960903
66,60151147;1,630862811;29;M;1596,672;25,04085919
66,2020766;1,631442185;29;M;1591,49;24,87300383
67,40439369;1,632312413;27;F;1452,675;25,29773506
67,78531569;1,631024271;26;M;1633,371;25,4809007
66,80436601;1,63125787;28;M;1606,449;25,10496424
66,30881899;1,632619948;27;M;1607,141;24,87717699
68,15302714;1,632756797;28;F;1455,238;25,56478532
67,28745086;1,631418448;27;M;1619,947;25,28152909
67,62951298;1,630845576;28;M;1617,547;25,42790501
66,24696702;1,631698066;27;F;1441,46;24,88206395
67,30680553;1,631362305;26;F;1456,277;25,29054177
67,89728036;1,630838801;29;M;1614,412;25,52879451
67,90538434;1,631788947;26;M;1635,398;25,5021172
67,02707882;1,631858836;27;M;1616,6;25,17011024
67,27695799;1,631874312;27;M;1620,031;25,26346606
67,33522527;1,63196282;27;F;1451,952;25,28260367
67,17868426;1,632729466;27;F;1450,579;25,20014457
66,58460809;1,632287638;28;M;1603,953;24,9908176
66,57849935;1,631099516;29;M;1596,475;25,02494227
66,17505553;1,632101859;28;F;1436,138;24,84275725
67,58135591;1,632370999;28;F;1449,684;25,36233063
67,10209728;1,63275165;28;M;1611,275;25,17073119
66,78960308;1,6325379;26;M;1620,487;25,06007218
67,41413605;1,631671243;29;M;1608,209;25,32127992
67,22643956;1,631548683;28;M;1612,377;25,25457339
67,39686717;1,632875806;27;F;1452,699;25,27745822
68,16164515;1,630751635;27;F;1459,68;25,63093319
67,14420416;1,631855003;27;M;1618,203;25,21421176
66,98486354;1,631420809;28;M;1609,003;25,16776685
67,72338034;1,631818429;28;F;1450,954;25,43284591
66,07095227;1,631290492;28;F;1435,001;24,82835556
66,90383087;1,632830307;27;F;1447,958;25,09394144
67,34914614;1,633112594;27;M;1621,64;25,25223593
65,93007777;1,632705199;28;F;1433,889;24,73250109
67,38576159;1,632163804;29;M;1608,067;25,29534785
67,46219288;1,632594045;27;M;1622,929;25,3106931
67,63733157;1,633189591;28;F;1450,361;25,3578985
67,53477314;1,631030788;26;F;1458,409;25,38651742
67,87396997;1,63306105;28;F;1452,61;25,45062259
67,69730418;1,633011268;28;F;1450,906;25,38592613
67,62115821;1,633168739;29;F;1445,502;25,35248231
65,80456786;1,632251166;27;F;1437,307;24,69915334
68,14131559;1,632922454;27;F;1459,853;25,55520637
67,7709034;1,632852118;26;F;1460,986;25,41847945
66,90109668;1,6311182;28;F;1442,941;25,14562125
66,30081787;1,630883223;28;M;1599,363;24,92718033
65,91376945;1,631923846;26;M;1608,181;24,7500666
66,99303549;1,632699562;27;F;1448,792;25,13142437
68,17831701;1,632304632;26;F;1464,804;25,58844239
66,65103967;1,632011097;29;M;1597,925;25,02422944
66,80475681;1,6317324;28;F;1442,12;25,09051139
67,53718316;1,631656908;26;F;1458,539;25,36794313
66,13614269;1,633068938;26;M;1611,8;24,79875198
68,0985258;1,632721485;28;M;1624,911;25,54544632
67,34718273;1,631186903;29;M;1607,05;25,31115605
66,49184337;1,630791556;26;F;1448,356;25,00181084
66,24656735;1,630913506;28;M;1598,635;24,90585877
66,78547824;1,631410994;27;F;1446,58;25,0931551
65,89246179;1,632985116;27;M;1601,619;24,70991666
66,6305114;1,632758413;26;M;1618,417;24,9936271
67,54840779;1,632767948;29;M;1610,597;25,33764131
67,06127485;1,631882432;27;F;1449,308;25,18222333
67,93504915;1,632506895;28;M;1622,564;25,4908223
67,03381173;1,632278475;26;F;1453,812;25,15969709
66,74570066;1,630885608;27;F;1446,109;25,09436993
68,06467673;1,631985471;28;F;1454,258;25,55578408
67,84889836;1,630724883;27;M;1627,292;25,51416762
67,86315178;1,631698969;26;F;1461,675;25,4890675
67,82119464;1,632852591;27;F;1456,768;25,43732719
68,16613809;1,631706685;27;M;1632,129;25,60262553
67,47667715;1,630720335;29;F;1443,699;25,37433761
66,39514009;1,63137855;27;F;1442,828;24,94748649
67,68718373;1,63234724;27;F;1455,396;25,40278581
66,79838559;1,630754399;29;F;1437,193;25,11821937
67,38527228;1,632095732;28;F;1447,755;25,29727426
67,8257125;1,632070727;27;F;1456,679;25,46340126
66,4780306;1,630830739;27;F;1443,53;24,99541591
67,18268807;1,632456317;29;M;1605,431;25,21008086
67,41037791;1,631774868;26;F;1457,341;25,31665257
67,97923108;1,631507122;29;F;1448,657;25,53867138
66,85461765;1,632160205;26;F;1452,072;25,0960771
67,80095521;1,63260412;27;M;1627,575;25,43747713
66,42493119;1,632532952;28;F;1438,61;24,92339503
67,59703685;1,632835601;26;M;1631,697;25,35378113
67,07544301;1,633055924;27;F;1449,644;25,15135776
66,90976312;1,631064506;27;F;1447,715;25,15053444
67,73085182;1,63287117;27;F;1455,904;25,40286469
66,51923555;1,630956594;28;F;1439,247;25,00704892
66,15288889;1,632086465;27;F;1440,622;24,83490416
66,97261975;1,632017896;27;M;1615,934;25,14475764
67,84430288;1,632703616;27;M;1628,219;25,45063807
66,24218879;1,630764623;27;F;1441,255;24,90876015
66,3125033;1,631201627;28;F;1437,304;24,92184158
67,91301464;1,631688782;27;M;1628,653;25,50811427
67,98999432;1,632874729;27;M;1630,3;25,4999465
67,09450551;1,631559261;27;M;1617,374;25,20468367
67,23194134;1,632949539;26;F;1455,828;25,21332506
67,05998286;1,632472286;26;M;1624,158;25,16354385
67,18063047;1,632184055;27;M;1618,867;25,21771971
67,84830363;1,632285188;26;M;1634,864;25,46518961
65,88643454;1,630731577;27;M;1600,41;24,77599157
66,26681073;1,632843701;29;M;1593,077;24,85460348
67,19360555;1,63131443;28;F;1445,782;25,2494888
66,82777653;1,633197053;27;M;1614,539;25,05415942
66,23864298;1,632004669;28;M;1599,072;24,86959042
67,18748039;1,632931764;27;F;1450,698;25,19719986
65,93091865;1,631070116;28;M;1594,389;24,78242872
67,45118615;1,631566329;28;M;1615,464;25,33845456
67,14654665;1,631798974;29;F;1440,713;25,216823
66,08063091;1,630706314;27;M;1603,058;24,84978728
67,22671814;1,631829277;27;M;1619,321;25,24599367
67,09840567;1,632966356;27;M;1618,131;25,16272821
66,9008342;1,633148315;27;M;1615,516;25,08304623
66,39299568;1,632733781;26;F;1447,738;24,90528456
67,14358475;1,632804122;26;M;1625,469;25,18467485
68,1984223;1,632354863;28;M;1626,096;25,59441298
65,80765006;1,631776609;27;M;1599,853;24,71467911
66,92056241;1,632519975;27;M;1615,472;25,10976072
67,66807066;1,632828666;26;M;1632,667;25,38063955
66,99249559;1,630806618;27;M;1615,6;25,18959736
67,03069356;1,630738122;28;M;1609,29;25,20607738
66,42133713;1,633121355;27;M;1608,933;24,90409125
67,92943167;1,632387691;26;F;1462,428;25,49243722
67,48738642;1,631502556;27;F;1453,334;25,35403541
67,63990208;1,630796526;29;M;1610,865;25,43334103
68,10201032;1,632750671;28;F;1454,747;25,54584014
67,64304635;1,631308254;29;M;1611,164;25,41856862
67,31726788;1,631748903;26;F;1456,443;25,28248874
67,45478107;1,632348341;27;F;1453,165;25,31553167
66,6920577;1,631612773;28;F;1441,018;25,05185701
66,13977363;1,632048792;29;M;1590,939;24,8311268
66,27180044;1,631281749;27;M;1605,965;24,90409791
66,85953068;1,630940243;28;M;1607,046;25,13548245
66,45475546;1,633067239;27;M;1609,364;24,91827251
68,12793286;1,632503838;28;F;1454,954;25,56329254
67,403477;1,632184348;28;F;1447,945;25,30136096
67,90599544;1,63072092;27;F;1457,22;25,53576275
66,69200699;1,632257456;27;F;1445,827;25,03205272
67,65349087;1,630793905;29;M;1611,05;25,43853235
66,78024108;1,630835483;28;M;1605,907;25,1088995
67,5468747;1,63240652;27;F;1454,059;25,34828715
67,28892572;1,631300999;27;M;1619,909;25,28572384
68,01468189;1,632642271;27;F;1458,59;25,51647028
66,14495315;1,632655292;27;F;1440,643;24,81462476
68,19030615;1,631194615;28;M;1625,405;25,62778559
66,00046394;1,631486725;29;M;1588,75;24,79590133
67,35604146;1,633062538;27;M;1621,709;25,25636953
68,06518747;1,631318657;27;M;1630,552;25,57687251
68,01554348;1,632963117;28;M;1623,895;25,50676737
66,45285448;1,631318494;27;M;1608,463;24,97101074
67,43456833;1,63275227;26;M;1629,43;25,29542552
68,16004612;1,633055398;29;M;1619,12;25,55806914
67,91584993;1,632218587;27;M;1628,956;25,49262175
68,06561502;1,631633329;28;F;1454,208;25,5671687
67,60232532;1,630766613;26;F;1459,013;25,4201443
67,13760724;1,632572379;27;M;1618,471;25,18958253
66,8341582;1,632927313;28;M;1607,692;25,06483072
67,94253557;1,632861264;28;M;1622,843;25,48256715
68,07824875;1,63173784;27;F;1459,047;25,56863866
67,61373996;1,63193598;28;M;1617,876;25,3880137
67,81495226;1,632344299;26;F;1461,322;25,45082864
66,12098331;1,631905691;26;M;1611,01;24,82842606
67,01589105;1,631032001;26;M;1622,834;25,19143065
66,06764088;1,632752608;28;F;1435,217;24,7826662
67,09587708;1,63157416;29;F;1440,188;25,20473858
66,96591028;1,631825977;26;F;1453,083;25,14815288
66,42508093;1,630847954;27;M;1607,848;24,97497981
67,83093571;1,632577055;27;M;1627,972;25,44956898
66,80220678;1,63298157;26;M;1620,881;25,0511832
67,01817648;1,632407125;27;F;1448,984;25,14986415
67,97039139;1,631454375;29;M;1615,722;25,53700169
66,01000659;1,631869976;28;F;1434,514;24,7878393
67,21679221;1,631043294;27;F;1450,659;25,26659998
66,8206886;1,631995535;27;F;1447,018;25,08840284
66,89219914;1,631618127;27;F;1447,64;25,1268722
67,50957814;1,632308788;27;F;1453,684;25,33732467
66,74942284;1,631859455;28;M;1605,997;25,06582544
67,55514245;1,63221766;26;M;1630,814;25,35725683
66,64599441;1,630741506;27;M;1610,821;25,06131193
66,04071969;1,631548181;27;F;1439,454;24,80915602
68,00391085;1,632881006;27;F;1458,527;25,50496986
67,38782811;1,631761924;27;F;1452,423;25,3085853
66,17492832;1,632206213;28;F;1436,154;24,839533
66,57054799;1,632863627;28;F;1440,064;24,96791644
67,57510691;1,631946886;26;F;1458,952;25,37316837
66,47940625;1,631183786;28;M;1601,96;24,98511427
67,25240627;1,632545351;28;F;1446,556;25,23348986
66,72682948;1,631020189;27;M;1612,068;25,08313502
66,99892735;1,631787733;27;F;1448,694;25,16173139
67,21260527;1,631917185;28;M;1612,371;25,23797454
68,09540986;1,63312752;28;F;1454,748;25,53157718
66,22301226;1,631611244;26;F;1445,915;24,87571385
68,00780214;1,631503376;27;F;1458,33;25,5495224
67,33336588;1,631480381;27;F;1451,852;25,29685978
68,00311667;1,630816706;29;M;1615,851;25,5692809
68,03792814;1,631272041;27;M;1630,156;25,56809049
67,99997332;1,631030961;28;M;1622,715;25,56138209
67,21414869;1,632950598;27;F;1450,957;25,20661977
68,10076491;1,631727959;29;M;1617,644;25,57740499
67,61132987;1,631693257;29;M;1610,922;25,39466222
67,37621571;1,632937491;28;F;1447,811;25,26780368
67,83381657;1,630979485;26;M;1634,013;25,5005329
66,87584764;1,632800362;27;F;1447,684;25,0843657
67,02931561;1,631247117;27;F;1448,893;25,18983198
67,75320779;1,630853702;29;M;1612,446;25,47415894
67,52126269;1,631646168;27;F;1453,684;25,36229704
67,98574771;1,632074109;27;M;1629,842;25,52337655
67,32646418;1,633121334;29;M;1607,733;25,24346123
67,39942465;1,632227123;28;F;1447,913;25,29851379
67,62969085;1,632259544;28;F;1450,129;25,38393629
67,21646256;1,631843454;26;F;1455,491;25,24170375
67,36667401;1,633185544;28;F;1447,762;25,25655148
68,07599474;1,633200893;27;F;1459,274;25,52200437
66,24101144;1,630844491;27;F;1441,257;24,90587783
66,68226563;1,631092158;26;F;1450,235;25,06417117
66,28373701;1,632239589;27;M;1606,607;24,8793581
66,74548396;1,631435988;27;F;1446,201;25,07735974
67,95015403;1,633094668;28;F;1453,348;25,47814024
66,22117633;1,632047486;29;F;1431,871;24,86172794
66,94918651;1,633034796;28;M;1609,321;25,10466481
67,02264698;1,632084601;29;M;1603,053;25,16148339
67,47567923;1,632581701;28;F;1448,705;25,31613577
67,57601527;1,630807913;28;F;1449,367;25,40896406
67,29462191;1,630782454;26;F;1456,061;25,30394863
67,32747783;1,631929345;27;F;1451,872;25,28073184
66,27022005;1,63128111;28;F;1436,912;24,90352353
68,08599088;1,631614519;27;M;1630,985;25,57541209
65,98618882;1,632303219;29;F;1429,659;24,76574353
67,63591422;1,632761001;26;F;1459,674;25,37068117
66,62294564;1,631701007;27;F;1445,069;25,02318966
67,38216961;1,632270792;27;M;1621,671;25,29068379
66,50353511;1,63158794;27;M;1609,292;24,98180179
67,95938624;1,632395421;29;F;1448,617;25,50343698
68,1632811;1,632968048;27;F;1460,072;25,56201663
68,1551636;1,631378238;26;F;1464,424;25,60881218
66,7059252;1,632447445;27;M;1612,495;25,03144926
67,31828905;1,632589135;27;M;1620,955;25,25685468
67,7162991;1,631088402;28;M;1618,857;25,45295533
67,14353116;1,631500035;28;F;1445,333;25,22493191
67,36552741;1,633066377;26;F;1457,13;25,25980768
67,42250131;1,631594457;28;F;1448,027;25,32680567
66,986748;1,631869999;28;F;1443,891;25,15462098
67,55807382;1,631050054;26;F;1458,636;25,39467627
66,39616939;1,63098628;28;F;1438,071;24,95987517
68,13555669;1,631978255;26;M;1638,646;25,58262312
67,78843793;1,632730137;26;F;1461,133;25,42885518
67,09238391;1,632155583;26;F;1454,353;25,18547311
67,94013868;1,631015458;26;M;1635,488;25,53937557
67,533254;1,632890256;26;F;1458,711;25,32816234
67,28874576;1,63241105;27;M;1620,461;25,25127905
67,92749741;1,631291154;26;M;1635,452;25,52599338
68,07255689;1,630737932;26;M;1637,163;25,5978634
67,13829282;1,631703391;29;F;1440,617;25,21667737
66,15938337;1,632845509;28;F;1436,114;24,81425589
66,58569338;1,63232316;27;F;1444,818;24,99013725
67,99122638;1,630701347;27;M;1629,23;25,56842724
67,62968218;1,631373967;28;M;1617,814;25,41149939
67,26728894;1,633016429;28;M;1613,67;25,22451454
66,35293183;1,630972586;27;M;1606,921;24,94404001
67,80754872;1,631039959;28;M;1620,083;25,48876789
67,58004832;1,632613186;26;M;1631,353;25,35431597
67,20794931;1,631409586;29;F;1441,236;25,25193277
68,15909919;1,630841926;27;F;1459,67;25,62713792
66,65591928;1,632722903;27;M;1611,948;25,00424539
67,18510333;1,631089962;27;F;1450,362;25,25324308
66,32849745;1,632045409;28;F;1437,601;24,90208337
67,46024609;1,633222437;26;F;1458,066;25,29049013
68,19348642;1,631548024;27;F;1460,121;25,61787907
67,35749493;1,63126651;26;F;1456,747;25,31256099
67,65133364;1,631654406;27;M;1625,05;25,41089761
68,04219574;1,631741918;29;F;1449,301;25,55497022
66,07839958;1,631351189;27;F;1439,782;24,82930642
66,58740176;1,631288523;26;F;1449,358;25,02248905
67,91055523;1,633197423;26;F;1462,385;25,46008851
66,65534166;1,632575234;28;F;1440,829;25,00855222
67,67085922;1,631822105;27;M;1625,402;25,41300765
66,7587893;1,632174436;28;F;1441,754;25,05966777
66,92829844;1,631905113;27;M;1615,27;25,13159065
66,79197013;1,63237013;26;F;1451,506;25,06611198
67,98090811;1,631330986;27;F;1458,043;25,54481672
66,33077014;1,631848184;28;F;1437,59;24,90895652
67,38654957;1,631895817;27;F;1452,433;25,30395234
66,32205117;1,632713785;28;F;1437,653;24,87928128
66,40943363;1,632125366;28;M;1601,472;24,93002691
68,18920272;1,633025813;28;M;1626,305;25,56992849
66,69154472;1,631685202;28;F;1441,025;25,04944034
67,77773924;1,632280908;27;M;1627,095;25,43883842
68,02488564;1,631767507;27;F;1458,539;25,54766769
67,97263544;1,631144124;26;M;1635,997;25,54756053
67,99879228;1,631930571;27;F;1458,317;25,5327647
67,87914542;1,632753704;27;M;1628,721;25,4621464
67,1158203;1,630937878;26;F;1454,371;25,23190635
66,87490011;1,632444084;26;M;1621,608;25,09496058
67,04769991;1,632235003;28;M;1610,271;25,1662502
67,8992985;1,632557249;28;M;1622,099;25,47583622
67,77305834;1,63286413;26;F;1461,008;25,41891369
68,01368998;1,632724758;27;M;1630,55;25,51352003
68,09509378;1,631635539;27;F;1459,191;25,57817237
67,47449292;1,630862551;29;F;1443,702;25,36909114
67,55661362;1,632995704;26;F;1458,953;25,33365125
68,02908505;1,632951734;27;M;1630,874;25,51220133
66,73260731;1,632688348;28;F;1441,59;25,03407256
66,42738063;1,631133335;27;F;1443,096;24,96710575
67,23310043;1,632720041;27;F;1451,1;25,22084841
67,33328687;1,6317435;27;M;1620,738;25,28867252
65,95543652;1,631670046;28;F;1433,956;24,77341724
66,99303288;1,630846678;26;M;1622,428;25,18856188
67,51831464;1,63261947;27;M;1623,711;25,33096006
67,44577553;1,631998595;28;M;1615,606;25,32300214
65,99349283;1,632532461;28;F;1434,468;24,76152931
67,80989788;1,632549913;27;M;1627,671;25,44252174
67,93905005;1,63158636;26;F;1462,385;25,521097
67,87553261;1,631818573;26;M;1635,004;25,4899807
67,70916429;1,631773973;28;M;1619,103;25,42889273
67,60619953;1,63122024;27;F;1454,427;25,40746407
66,89338226;1,632960237;26;M;1622,119;25,08602993
67,35334792;1,631832092;26;F;1456,804;25,29346035
67,23469065;1,632923405;26;M;1626,777;25,21516318
67,92106096;1,631383975;27;M;1628,611;25,52067033
68,1924334;1,632762683;26;F;1465,017;25,5793825
67,09067945;1,632148496;27;M;1617,617;25,18505201
67,05113956;1,631330669;27;F;1449,117;25,19545242
66,38002825;1,630744809;27;F;1442,575;24,96119791
67,27650341;1,63206625;26;M;1626,921;25,25735357
67,00844995;1,632234903;27;M;1616,533;25,15152087
67,79860458;1,631769667;28;M;1620,326;25,46261738
68,00455957;1,630876626;27;F;1458,193;25,56794452
66,82819189;1,631670134;27;M;1613,781;25,10122879
67,70392867;1,631311148;26;F;1460,081;25,44135641
67,0372369;1,631144599;26;M;1623,182;25,19597568
66,76481734;1,632422657;29;F;1437,154;25,05430946
67,48776371;1,632705232;27;M;1623,335;25,31683834
67,51559604;1,630913837;26;M;1629,621;25,38294866
66,99692594;1,631832227;28;M;1609,374;25,15960769
66,03849128;1,63287432;28;F;1434,958;24,76803912
67,85935551;1,631768467;27;M;1627,957;25,48547063
68,04657012;1,630794785;29;M;1616,435;25,58630728
68,1734834;1,631597988;28;F;1455,237;25,60879615
65,92750064;1,633041633;29;M;1588,528;24,72134516
66,89957248;1,630837849;27;M;1614,343;25,15369428
67,31609579;1,631846216;27;M;1620,554;25,27903332
66,02482199;1,632372358;27;F;1439,442;24,77814413
67,14247455;1,632414785;26;M;1625,259;25,19627295
68,1568412;1,632923222;27;M;1632,61;25,56100492
66,01397057;1,631135135;28;F;1434,427;24,81166849
66,70686177;1,632727718;27;F;1446,05;25,02320757
66,04609718;1,632362546;27;M;1603,413;24,78642639
67,59757349;1,632708493;28;M;1618,041;25,35793024
67,05715863;1,632706145;28;M;1610,636;25,15527635
67,45071815;1,633169709;29;M;1609,46;25,28855097
66,89860111;1,631740182;26;M;1621,581;25,12551776
66,84289499;1,633146818;26;F;1452,127;25,0613691
66,98599457;1,632567996;29;M;1602,792;25,13283342
66,4182501;1,633094909;26;F;1448,041;24,90374034
66,48922755;1,632256302;28;F;1439,18;24,95597714
67,05801963;1,63083549;26;F;1453,799;25,21334206
67,228019;1,631863423;28;F;1446,206;25,24542566
66,68406713;1,631559366;27;M;1611,751;25,05049538
66,80924856;1,633192641;27;F;1447,112;25,04734849
67,5278827;1,632766721;26;M;1630,715;25,32998034
67,7290686;1,631824913;28;F;1451,009;25,43477997
65,97566637;1,632197564;28;M;1595,565;24,76500015
68,15821421;1,631735986;26;F;1464,514;25,59873003
67,34839418;1,633220809;27;M;1621,683;25,24860778
68,0768045;1,63199548;28;F;1454,377;25,5600241
67,81636778;1,632549894;29;M;1614,159;25,44494987
67,38192542;1,631078931;29;F;1442,85;25,32756629
66,66353352;1,631651266;28;M;1604,716;25,03996084
67,81409812;1,63075152;28;M;1620,029;25,50024812
66,05927108;1,631367771;26;F;1444,302;24,82161419
66,89118306;1,632990842;28;F;1443,164;25,08426493
67,20832491;1,632335874;27;F;1450,797;25,22342287
66,98502442;1,63278786;28;M;1609,689;25,12570142
67,71331747;1,63123461;28;F;1450,758;25,4472723
68,14121119;1,63269587;28;M;1625,483;25,56226075
66,38898816;1,632368441;28;F;1438,237;24,91492993
68,17036662;1,633065243;28;F;1455,457;25,56163084
68,13764841;1,631898334;27;M;1631,835;25,58591441
67,05777917;1,632418748;27;F;1449,366;25,16436748
67,58507847;1,632423582;28;M;1617,727;25,36209368
66,33580226;1,631411283;28;F;1437,564;24,92419054
65,98670497;1,632169654;27;M;1602,503;24,76999075
67,00851612;1,632868384;26;M;1623,651;25,13203411
67,41259426;1,633048887;29;F;1443,479;25,27799763
67,87335255;1,631040539;27;M;1627,785;25,51348532
67,65550898;1,632530708;27;M;1625,546;25,38519169
66,76159589;1,631818858;28;M;1606,143;25,07164411
68,04371282;1,632895332;26;M;1637,847;25,51944986
65,82857261;1,630761246;28;F;1432,584;24,75333241
66,74380385;1,633093432;27;M;1613,337;25,02585305
66,52766062;1,631519634;29;F;1434,724;24,99295706
67,77267971;1,632452536;27;F;1456,235;25,43159108
67,07457004;1,632514929;26;M;1624,379;25,16770265
67,70804845;1,631080808;29;M;1611,941;25,45009107
66,01151945;1,631034942;27;F;1439,087;24,81379553
66,96447508;1,630995374;27;F;1448,228;25,17323387
67,125417;1,631942722;27;F;1449,934;25,20444699
66,00951272;1,631824149;27;F;1439,201;24,78904609
66,14142917;1,632299909;28;F;1435,849;24,82410857
67,93495541;1,632850078;28;M;1622,734;25,48007323
67,25217859;1,631656216;29;M;1605,983;25,2609127
67,53499533;1,631152746;27;M;1623,206;25,38280486
65,85057119;1,631669785;28;F;1432,949;24,73403685
67,99551843;1,632006933;29;M;1616,342;25,52914622
67,91720012;1,631193445;28;M;1621,662;25,52518148
67,92913419;1,633054062;28;F;1453,139;25,47152544
67,75912558;1,63155612;27;M;1626,478;25,45445246
66,50296908;1,631490243;29;F;1434,482;24,98458116
67,8286673;1,632045929;28;F;1452,003;25,46528442
67,40570841;1,633136446;27;M;1622,426;25,27270545
66,73150548;1,632873485;29;F;1436,911;25,02798288
68,10108927;1,632821391;27;M;1631,796;25,54328188
67,21375273;1,632257795;29;F;1441,436;25,2278733
68,14066296;1,631779731;28;F;1454,953;25,59076601
67,45791771;1,631281972;27;F;1453,014;25,34981871
68,10127808;1,63091184;27;M;1630,843;25,60320251
67,59997567;1,632956961;26;F;1459,362;25,35111485
67,9387869;1,631127253;28;F;1452,904;25,53536677
66,64290614;1,631642763;27;M;1611,229;25,03247376
68,09837389;1,631224849;28;M;1624,16;25,59228624
67,99527084;1,63300155;27;F;1458,465;25,49796462
67,86639967;1,630780517;28;F;1452,15;25,51900764
66,156759;1,632758255;27;F;1440,774;24,81592369
67,21391195;1,632263146;27;F;1450,838;25,22776767
68,0368936;1,633212389;28;F;1454,2;25,50698609
67,58179681;1,633145139;26;M;1631,643;25,33845725
67,49217848;1,630770717;27;F;1453,256;25,37859864
67,155794;1,632386159;28;F;1445,601;25,20215513
68,03973197;1,631552383;26;M;1637,121;25,55998238
68,07835129;1,631755959;28;F;1454,351;25,56810933
66,09879746;1,631011775;27;F;1439,92;24,84730926
66,88068322;1,631472661;28;F;1442,805;25,12702662
67,49768817;1,632882574;27;M;1623,56;25,31506167
67,93098309;1,632758064;27;F;1457,806;25,48145512
67,68263228;1,631213708;28;F;1450,46;25,43639239
67,84655509;1,631032507;27;F;1456,702;25,5036634
67,24400611;1,630836075;26;F;1455,585;25,28325353
